own,type,num,tel,city,district
㈜제일응급환자이송단,일반구급차,78노3290,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,71거7864,02-426-1339,서울,강동구
㈜제일응급환자이송단,일반구급차,72가3876,02-426-1339,서울,강동구
㈜제일응급환자이송단,일반구급차,72보3265,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,77더5422,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,71로8470,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,76보7817,02-426-1339,서울,강동구
㈜제일응급환자이송단,일반구급차,74거8969,02-426-1339,서울,강동구
㈜제일응급환자이송단,일반구급차,74거8892,02-426-1339,서울,강동구
(주)서울911이송센터,일반구급차,75주4047,1588-4129,서울,강서구
(주)서울911이송센터,특수구급차,71부4838,1588-4129,서울,강서구
(주)서울911이송센터,일반구급차,72머9671,1588-4129,서울,강서구
(주)서울911이송센터,일반구급차,75더4986,1588-4129,서울,강서구
(주)서울911이송센터,일반구급차,70로9157,1588-4129,서울,강서구
(주)서울911이송센터,특수구급차,71주6148,1588-4129,서울,강서구
(주)서울911이송센터,특수구급차,79더9924,1588-4129,서울,강서구
(주)서울911이송센터,특수구급차,71가4224,1588-4129,서울,강서구
(주)서울911이송센터,일반구급차,71가4234,1588-4129,서울,강서구
(주)서울911이송센터,특수구급차,71나9870,1588-4129,서울,강서구
(주)서울911이송센터,일반구급차,79러4642,1588-4129,서울,강서구
㈜선응급환자이송,일반구급차,73수3915,02-853-4455,서울,금천구
㈜선응급환자이송,특수구급차,73수5148,02-853-4455,서울,금천구
㈜선응급환자이송,특수구급차,75보5355,02-853-4455,서울,금천구
㈜선응급환자이송,일반구급차,78어7475,02-853-4455,서울,금천구
㈜선응급환자이송,일반구급차,70로9051,02-853-4455,서울,금천구
㈜선응급환자이송,특수구급차,70부5377,02-853-4455,서울,금천구
㈜선응급환자이송,일반구급차,72우6129,02-853-4455,서울,금천구
㈜선응급환자이송,특수구급차,71누9494,02-853-4455,서울,금천구
㈜선응급환자이송,일반구급차,75라3599,02-853-4455,서울,금천구
㈜선응급환자이송,특수구급차,70부5373,02-853-4455,서울,금천구
(주)서울129구급대,일반구급차,71더7708,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,70두7765,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,72다2849,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,75저8882,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,73수5119,02-971-0129,서울,노원구
(주)서울129구급대,특수구급차,79조7003,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,70우8104,02-971-0129,서울,노원구
(주)서울129구급대,특수구급차,78무4649,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,78무4767,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,78무4760,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,78구3708,02-971-0129,서울,노원구
(주)서울129구급대,특수구급차,78무4646,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,71나9774,02-971-0129,서울,노원구
(주)서울129구급대,특수구급차,78머7944,02-971-0129,서울,노원구
(주)서울129구급대,특수구급차,74무6290,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,77라6311,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,77라3575,02-971-0129,서울,노원구
(주)서울129구급대,일반구급차,71우8088,02-971-0129,서울,노원구
(주)9119구급센타,특수구급차,98저9959,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,74도9716,02-926-9119,서울,도봉구
(주)9119구급센타,일반구급차,72주2995,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,78머7991,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,77라7664,02-926-9119,서울,도봉구
(주)9119구급센타,일반구급차,71거9007,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,73너9766,02-926-9119,서울,도봉구
(주)9119구급센타,일반구급차,71버0867,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,77라7744,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,77라7742,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,75라3811,02-926-9119,서울,도봉구
(주)9119구급센타,일반구급차,70서9956,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,71주6333,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,77라7833,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,74무6062,02-926-9119,서울,도봉구
(주)9119구급센타,일반구급차,77라7999,02-926-9119,서울,도봉구
(주)9119구급센타,일반구급차,74무6210,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,77라7976,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,73너9888,02-926-9119,서울,도봉구
(주)9119구급센타,특수구급차,74노9134,02-926-9119,서울,도봉구
쿱3119응급환자이송협동조합,일반구급차,71더7655,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,일반구급차,79구1466,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,특수구급차,72보1295,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,일반구급차,78도6229,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,특수구급차,73라6605,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,일반구급차,70가8203,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,일반구급차,74도6814,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,일반구급차,74도6959,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,특수구급차,70소8806,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,특수구급차,70소8865,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,일반구급차,76무9293,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,특수구급차,72가3875,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,일반구급차,78구3622,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,일반구급차,70더3518,02-481-0119,서울,동대문구
쿱3119응급환자이송협동조합,일반구급차,71무3741,02-481-0119,서울,동대문구
(주)대한응급환자이송단,특수구급차,71주6440,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,75라3619,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,71주6454,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,78구3758,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,73너9717,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,73너9704,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,79두6603,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,79두6646,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,79노7865,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,71주6441,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,73너9649,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,73너9722,02-821-1119,서울,동작구
(주)대한응급환자이송단,일반구급차,73너9694,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,71주6449,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,77라7743,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,71주6484,02-821-1119,서울,동작구
(주)대한응급환자이송단,일반구급차,77저1121,02-821-1119,서울,동작구
(주)대한응급환자이송단,일반구급차,73너9764,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,73너9877,02-821-1119,서울,동작구
(주)대한응급환자이송단,일반구급차,73너9742,02-821-1119,서울,동작구
(주)대한응급환자이송단,일반구급차,74너6343,02-821-1119,서울,동작구
(주)대한응급환자이송단,특수구급차,73너9997,02-821-1119,서울,동작구
(주)이엠에스응급환자이송센터,일반구급차,70가8321,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,일반구급차,78머7928,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,특수구급차,73조9027,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,특수구급차,70가8205,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,일반구급차,71거3129,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,특수구급차,70루8969,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,일반구급차,71나9984,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,일반구급차,71나9878,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,특수구급차,71나9860,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,일반구급차,70나4472,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,일반구급차,71나9854,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,일반구급차,77더2512,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,특수구급차,70나4464,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,일반구급차,79두1297,02-313-1339,서울,마포구
(주)이엠에스응급환자이송센터,일반구급차,79소0846,02-313-1339,서울,마포구
㈜24시응급환자이송단,일반구급차,71누9313,02-304-0129,서울,서대문구
㈜24시응급환자이송단,일반구급차,71누9319,02-304-0129,서울,서대문구
㈜24시응급환자이송단,특수구급차,76마9658,02-304-0129,서울,서대문구
㈜24시응급환자이송단,특수구급차,71누9445,02-304-0129,서울,서대문구
㈜24시응급환자이송단,일반구급차,78구3666,02-304-0129,서울,서대문구
㈜24시응급환자이송단,특수구급차,71누9304,02-304-0129,서울,서대문구
㈜24시응급환자이송단,특수구급차,76노0661,02-304-0129,서울,서대문구
㈜24시응급환자이송단,특수구급차,71로8403,02-304-0129,서울,서대문구
㈜24시응급환자이송단,특수구급차,72부0881,02-304-0129,서울,서대문구
㈜이엠에스코리아,일반구급차,71거7939,02-420-2114,서울,서대문구
㈜이엠에스코리아,일반구급차,71거7888,02-420-2114,서울,서대문구
㈜이엠에스코리아,일반구급차,74모8549,02-420-2114,서울,서대문구
㈜이엠에스코리아,특수구급차,78구4059,02-420-2114,서울,서대문구
㈜이엠에스코리아,일반구급차,78로6922,02-420-2114,서울,서대문구
㈜이엠에스코리아,특수구급차,78더4366,02-420-2114,서울,서대문구
㈜이엠에스코리아,일반구급차,78나5187,02-420-2114,서울,서대문구
㈜이엠에스코리아,일반구급차,73로2603,02-420-2114,서울,서대문구
㈜이엠에스코리아,일반구급차,70도8340,02-420-2114,서울,서대문구
㈜이엠에스코리아,일반구급차,70무5195,02-420-2114,서울,서대문구
㈜이엠에스코리아,특수구급차,78구4329,02-420-2114,서울,서대문구
㈜이엠에스코리아,특수구급차,71구8899,02-420-2114,서울,서대문구
㈜이엠에스코리아,일반구급차,72우1289,02-420-2114,서울,서대문구
㈜이엠에스코리아,특수구급차,78구4439,02-420-2114,서울,서대문구
㈜이엠에스코리아,특수구급차,72우1918,02-420-2114,서울,서대문구
㈜이엠에스코리아,특수구급차,79두6689,02-420-2114,서울,서대문구
㈜이엠에스코리아,특수구급차,73거6749,02-420-2114,서울,서대문구
㈜엠티케어,일반구급차,71더7791,02-595-1339,서울,서초구
㈜엠티케어,특수구급차,71고6475,02-595-1339,서울,서초구
㈜엠티케어,특수구급차,70두7923,02-595-1339,서울,서초구
㈜엠티케어,특수구급차,70두7841,02-595-1339,서울,서초구
㈜엠티케어,일반구급차,73조3130,02-595-1339,서울,서초구
㈜엠티케어,특수구급차,75보2973,02-595-1339,서울,서초구
㈜엠티케어,일반구급차,78무8696,02-595-1339,서울,서초구
㈜엠티케어,일반구급차,76마9238,02-595-1339,서울,서초구
㈜엠티케어,특수구급차,75보9137,02-595-1339,서울,서초구
㈜엠티케어,특수구급차,70로8767,02-595-1339,서울,서초구
㈜엠티케어,일반구급차,78구3748,02-595-1339,서울,서초구
㈜엠티케어,일반구급차,72가3748,02-595-1339,서울,서초구
㈜엠티케어,특수구급차,76보7713,02-595-1339,서울,서초구
(주)129응급구조단,특수구급차,72보1328,02-456-1339,서울,성동구
(주)129응급구조단,특수구급차,78로9499,02-456-1339,서울,성동구
(주)129응급구조단,일반구급차,71더7968,02-456-1339,서울,성동구
(주)129응급구조단,일반구급차,76마9076,02-456-1339,서울,성동구
(주)129응급구조단,일반구급차,76마9281,02-456-1339,서울,성동구
(주)129응급구조단,특수구급차,78루2588,02-456-1339,서울,성동구
(주)129응급구조단,일반구급차,78무8840,02-456-1339,서울,성동구
(주)129응급구조단,일반구급차,79너3088,02-456-1339,서울,성동구
(주)129응급구조단,특수구급차,79더9922,02-456-1339,서울,성동구
(주)129응급구조단,일반구급차,79조8818,02-456-1339,서울,성동구
(주)129응급구조단,일반구급차,72수3812,02-456-1339,서울,성동구
(주)129응급구조단,특수구급차,72우1753,02-456-1339,서울,성동구
(주)129응급구조단,일반구급차,71도5516,02-456-1339,서울,성동구
(주)129응급구조단,일반구급차,71도5748,02-456-1339,서울,성동구
(주)코리아환자이송센터,특수구급차,71더7987,02-402-8129,서울,송파구
(주)코리아환자이송센터,일반구급차,71더7644,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,72가3618,02-402-8129,서울,송파구
(주)코리아환자이송센터,일반구급차,78로5608,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,70소8754,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,74노7679,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,72가3626,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,72보1190,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,77소7103,02-402-8129,서울,송파구
(주)코리아환자이송센터,일반구급차,70도8857,02-402-8129,서울,송파구
(주)코리아환자이송센터,일반구급차,77더3871,02-402-8129,서울,송파구
(주)코리아환자이송센터,일반구급차,73고0550,02-402-8129,서울,송파구
(주)코리아환자이송센터,일반구급차,77라5954,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,73조9349,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,73조9360,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,72가3843,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,71고9470,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,71주8430,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,75마5849,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,72서6538,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,73조9350,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,72가3742,02-402-8129,서울,송파구
(주)코리아환자이송센터,일반구급차,76노0624,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,72우1931,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,72가3726,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,78구3876,02-402-8129,서울,송파구
(주)코리아환자이송센터,일반구급차,78구3807,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,72다1104,02-402-8129,서울,송파구
(주)코리아환자이송센터,특수구급차,78구3977,02-402-8129,서울,송파구
㈜중앙응급환자이송단,일반구급차,70두5027,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,72보1326,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,78노7114,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,70두5374,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,73구7851,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,70로9260,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,75보4947,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,76라7148,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,70누5255,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,70소8926,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,70거4161,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,70라4202,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,70누3766,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,70거2669,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,78저4991,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,72버5620,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,72나7688,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,78누8144,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,70거5095,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,70거5382,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,70더3254,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,70다2175,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,70도5403,02-413-5129,서울,송파구
㈜중앙응급환자이송단,일반구급차,78어7337,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,72가3736,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,73조9304,02-413-5129,서울,송파구
㈜중앙응급환자이송단,특수구급차,77라7822,02-413-5129,서울,송파구
(주)성심환자이송단,특수구급차,74러9007,02-2691-1339,서울,양천구
(주)성심환자이송단,일반구급차,71더7721,02-2691-1339,서울,양천구
(주)성심환자이송단,특수구급차,71더7622,02-2691-1339,서울,양천구
(주)성심환자이송단,일반구급차,71머1409,02-2691-1339,서울,양천구
(주)성심환자이송단,일반구급차,74마7616,02-2691-1339,서울,양천구
(주)성심환자이송단,특수구급차,70우6568,02-2691-1339,서울,양천구
(주)성심환자이송단,일반구급차,72가3880,02-2691-1339,서울,양천구
(주)성심환자이송단,일반구급차,73수5823,02-2691-1339,서울,양천구
(주)성심환자이송단,일반구급차,70두5947,02-2691-1339,서울,양천구
(주)성심환자이송단,특수구급차,75부9976,02-2691-1339,서울,양천구
(주)성심환자이송단,일반구급차,77오4593,02-2691-1339,서울,양천구
(주)성심환자이송단,일반구급차,73수5597,02-2691-1339,서울,양천구
(주)성심환자이송단,일반구급차,70두5842,02-2691-1339,서울,양천구
(주)성심환자이송단,특수구급차,72라6666,02-2691-1339,서울,양천구
(주)천사구급센타,특수구급차,73나7766,02-1666-8819,서울,양천구
(주)천사구급센타,특수구급차,98나4019,02-1666-8819,서울,양천구
(주)천사구급센타,특수구급차,79노7886,02-1666-8819,서울,양천구
(주)천사구급센타,특수구급차,71로8484,02-1666-8819,서울,양천구
(주)천사구급센타,특수구급차,71로8483,02-1666-8819,서울,양천구
㈜전국응급환자이송단,일반구급차,73소9158,02-2606-3114,서울,양천구
㈜전국응급환자이송단,일반구급차,73나7809,02-2606-3114,서울,양천구
㈜전국응급환자이송단,일반구급차,73거6042,02-2606-3114,서울,양천구
㈜전국응급환자이송단,특수구급차,70우5235,02-2606-3114,서울,양천구
㈜전국응급환자이송단,특수구급차,74소6473,02-2606-3114,서울,양천구
㈜전국응급환자이송단,특수구급차,71나9779,02-2606-3114,서울,양천구
㈜전국응급환자이송단,특수구급차,70두5441,02-2606-3114,서울,양천구
㈜전국응급환자이송단,특수구급차,72라6750,02-2606-3114,서울,양천구
(주)클로버이엠에스,일반구급차,77라7733,02-6405-0129,서울,영등포구
(주)클로버이엠에스,특수구급차,79두6663,02-6405-0129,서울,영등포구
(주)클로버이엠에스,특수구급차,71주6404,02-6405-0129,서울,영등포구
(주)클로버이엠에스,특수구급차,73너9818,02-6405-0129,서울,영등포구
(주)클로버이엠에스,특수구급차,73너9918,02-6405-0129,서울,영등포구
(주)클로버이엠에스,특수구급차,73너9913,02-6405-0129,서울,영등포구
주식회사대한911구조대,특수구급차,70라8062,02-832-0911,서울,영등포구
주식회사대한911구조대,일반구급차,77너9706,02-832-0911,서울,영등포구
주식회사대한911구조대,특수구급차,75라3855,02-832-0911,서울,영등포구
주식회사대한911구조대,일반구급차,78구3860,02-832-0911,서울,영등포구
주식회사대한911구조대,특수구급차,71나9786,02-832-0911,서울,영등포구
주식회사대한911구조대,특수구급차,71누9421,02-832-0911,서울,영등포구
주식회사대한911구조대,특수구급차,70루8986,02-832-0911,서울,영등포구
주식회사대한911구조대,특수구급차,71도5728,02-832-0911,서울,영등포구
주식회사대한911구조대,일반구급차,71누9401,02-832-0911,서울,영등포구
주식회사대한911구조대,특수구급차,78구3685,02-832-0911,서울,영등포구
㈜한국응급구조대,특수구급차,78머7658,02-948-9494,서울,중랑구
㈜한국응급구조대,특수구급차,73러3438,02-948-9494,서울,중랑구
㈜한국응급구조대,특수구급차,70루7997,02-948-9494,서울,중랑구
㈜한국응급구조대,일반구급차,70소8631,02-948-9494,서울,중랑구
㈜한국응급구조대,일반구급차,79두1986,02-948-9494,서울,중랑구
㈜한국응급구조대,특수구급차,78나5281,02-948-9494,서울,중랑구
㈜한국응급구조대,특수구급차,79모1324,02-948-9494,서울,중랑구
㈜한국응급구조대,특수구급차,70루7858,02-948-9494,서울,중랑구
㈜한국응급구조대,특수구급차,74너9952,02-948-9494,서울,중랑구
㈜한국응급구조대,일반구급차,71두7347,02-948-9494,서울,중랑구
㈜한국응급구조대,특수구급차,78구3871,02-948-9494,서울,중랑구
㈜한국응급구조대,특수구급차,75루9317,02-948-9494,서울,중랑구
㈜한국응급구조대,일반구급차,71두3156,02-948-9494,서울,중랑구
(주)사마리안129구급대,특수구급차,75저7608,051-804-0129,부산,남구
(주)사마리안129구급대,특수구급차,77오4517,051-804-0129,부산,남구
(주)사마리안129구급대,특수구급차,79너3048,051-804-0129,부산,남구
(주)사마리안129구급대,특수구급차,75보9817,051-804-0129,부산,남구
(주)사마리안129구급대,특수구급차,79너1785,051-804-0129,부산,남구
(주)사마리안129구급대,특수구급차,71더5622,051-804-0129,부산,남구
(주)사마리안129구급대,특수구급차,79노9410,051-804-0129,부산,남구
(주)사마리안129구급대,특수구급차,74고0685,051-804-0129,부산,남구
(주)사마리안129구급대,특수구급차,76어0238,051-804-0129,부산,남구
(주)사마리안129구급대,특수구급차,72머3124,051-804-0129,부산,남구
(주)사마리안129구급대,일반구급차,74다2968,051-804-0129,부산,남구
(주)사마리안129구급대,특수구급차,71도5939,051-804-0129,부산,남구
부산응급환자이송단,특수구급차,75저7565,051-636-1199,부산,남구
부산응급환자이송단,특수구급차,78어3701,051-636-1199,부산,남구
부산응급환자이송단,특수구급차,79누9003,051-636-1199,부산,남구
부산응급환자이송단,특수구급차,70나9048,051-636-1199,부산,남구
부산응급환자이송단,특수구급차,75저7932,051-636-1199,부산,남구
주식회사비원이엠에쓰,일반구급차,74노6982,051-636-1339,부산,남구
주식회사비원이엠에쓰,특수구급차,73주5342,051-636-1339,부산,남구
주식회사비원이엠에쓰,특수구급차,78저3626,051-636-1339,부산,남구
주식회사비원이엠에쓰,특수구급차,74노1872,051-636-1339,부산,남구
주식회사비원이엠에쓰,특수구급차,78어3619,051-636-1339,부산,남구
주식회사비원이엠에쓰,특수구급차,79도2443,051-636-1339,부산,남구
주식회사비원이엠에쓰,특수구급차,74서3916,051-636-1339,부산,남구
(주)시민911구급대,특수구급차,79도2325,051-711-0911,부산,부산진구
(주)시민911구급대,특수구급차,79도2186,051-711-0911,부산,부산진구
(주)시민911구급대,특수구급차,79도2363,051-711-0911,부산,부산진구
(주)시민911구급대,특수구급차,71러2564,051-711-0911,부산,부산진구
(주)시민911구급대,특수구급차,79도2432,051-711-0911,부산,부산진구
(주)부산코스비,특수구급차,79도2174,051-553-6119,부산,서구
(주)부산코스비,특수구급차,79도2129,051-553-6119,부산,서구
(주)부산코스비,특수구급차,79누9360,051-553-6119,부산,서구
(주)부산코스비,특수구급차,74모6399,051-553-6119,부산,서구
(주)부산코스비,특수구급차,79누4234,051-553-6119,부산,서구
(주)부산코스비,일반구급차,78더8597,051-553-6119,부산,서구
(주)부산코스비,특수구급차,78고3428,051-553-6119,부산,서구
(주)부산코스비,일반구급차,78보2720,051-553-6119,부산,서구
(주)부산코스비,일반구급차,74누1198,051-553-6119,부산,서구
(주)부산코스비,특수구급차,70주6256,051-553-6119,부산,서구
(주)부산코스비,일반구급차,77오4909,051-553-6119,부산,서구
(주)부산코스비,특수구급차,72오3664,051-553-6119,부산,서구
(주)부산코스비,일반구급차,71서8729,051-553-6119,부산,서구
(주)부산코스비,특수구급차,70누0244,051-553-6119,부산,서구
(주)부산코스비,일반구급차,78무3919,051-553-6119,부산,서구
(주)부산코스비,일반구급차,71노5968,051-553-6119,부산,서구
(주)부산코스비,특수구급차,71루2982,051-553-6119,부산,서구
(주)부산코스비,특수구급차,71러3660,051-553-6119,부산,서구
(주)부산코스비,일반구급차,71노5907,051-553-6119,부산,서구
